Age,Attrition,BusinessTravel,Department,EducationField,EmployeeNumber,Gender,JobRole,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
30,Yes,Travel_Rarely,Research & Development,Life Sciences,1004,Female,Research Scientist,Married,2132,Yes,7,2,5,2,0,1
50,No,Travel_Rarely,Research & Development,Life Sciences,1005,Male,Manufacturing Director,Married,13973,Yes,22,2,12,11,1,5
38,No,Travel_Frequently,Research & Development,Medical,1006,Male,Research Scientist,Married,2684,No,3,0,2,1,0,2
46,No,Travel_Rarely,Research & Development,Medical,1007,Male,Manufacturing Director,Divorced,10845,No,13,3,8,7,0,7
24,No,Travel_Rarely,Research & Development,Medical,1009,Female,Manufacturing Director,Divorced,4377,No,5,6,4,2,3,2
35,Yes,Travel_Rarely,Research & Development,Other,1010,Male,Laboratory Technician,Divorced,3743,Yes,5,2,4,2,0,2
31,No,Travel_Frequently,Research & Development,Life Sciences,1011,Female,Manufacturing Director,Married,4148,No,4,1,4,3,0,3
18,No,Non-Travel,Research & Development,Life Sciences,1012,Male,Research Scientist,Single,1051,No,0,2,0,0,0,0
54,No,Travel_Rarely,Research & Development,Technical Degree,1013,Female,Manufacturing Director,Married,10739,No,22,2,10,7,0,8
35,No,Travel_Rarely,Research & Development,Medical,1014,Female,Healthcare Representative,Divorced,10388,Yes,16,3,16,10,10,1
30,No,Travel_Rarely,Research & Development,Life Sciences,1015,Female,Research Director,Married,11416,Yes,9,4,8,7,1,7
20,Yes,Travel_Rarely,Research & Development,Medical,1016,Female,Research Scientist,Single,2600,Yes,1,2,1,0,0,0
30,Yes,Travel_Frequently,Research & Development,Medical,1017,Female,Laboratory Technician,Single,2422,No,4,3,3,2,1,2
26,No,Travel_Rarely,Research & Development,Medical,1018,Male,Manufacturing Director,Married,5472,No,8,2,8,7,1,3
22,No,Travel_Rarely,Research & Development,Life Sciences,1019,Male,Laboratory Technician,Married,2451,No,4,3,4,3,1,1
48,No,Travel_Rarely,Research & Development,Life Sciences,1022,Male,Healthcare Representative,Single,4240,No,19,0,2,2,2,2
48,No,Travel_Rarely,Research & Development,Life Sciences,1024,Male,Healthcare Representative,Single,10999,No,27,3,15,11,4,8
41,No,Travel_Rarely,Research & Development,Medical,1025,Female,Manufacturing Director,Single,5003,No,8,6,2,2,2,1
39,No,Travel_Rarely,Research & Development,Life Sciences,1026,Female,Manufacturing Director,Married,12742,No,21,3,21,6,11,8
27,No,Travel_Rarely,Research & Development,Life Sciences,1027,Female,Manufacturing Director,Married,4227,No,4,2,3,2,2,2
35,No,Travel_Rarely,Research & Development,Other,1028,Male,Laboratory Technician,Divorced,3917,No,3,4,3,2,1,2
42,No,Travel_Rarely,Sales,Marketing,1029,Male,Manager,Married,18303,No,21,3,1,0,0,0
50,No,Travel_Rarely,Research & Development,Life Sciences,1030,Male,Laboratory Technician,Married,2380,No,8,5,1,0,0,0
59,No,Travel_Rarely,Research & Development,Life Sciences,1032,Female,Manufacturing Director,Single,13726,Yes,30,4,5,3,4,3
37,Yes,Travel_Rarely,Research & Development,Medical,1033,Female,Healthcare Representative,Married,4777,No,15,2,1,0,0,0
55,No,Travel_Frequently,Research & Development,Medical,1034,Male,Healthcare Representative,Married,6385,Yes,17,3,8,7,6,7
41,No,Non-Travel,Research & Development,Life Sciences,1035,Female,Research Director,Divorced,19973,No,21,3,21,16,5,10
38,No,Travel_Rarely,Sales,Life Sciences,1036,Male,Sales Executive,Single,6861,Yes,19,1,1,0,0,0
26,Yes,Non-Travel,Sales,Medical,1037,Male,Sales Executive,Single,4969,No,7,6,2,2,2,2
52,Yes,Travel_Rarely,Sales,Marketing,1038,Female,Manager,Married,19845,No,33,3,32,14,6,9
44,No,Travel_Rarely,Sales,Medical,1039,Female,Sales Executive,Married,13320,Yes,23,2,12,11,11,11
50,No,Non-Travel,Sales,Life Sciences,1040,Female,Sales Executive,Married,6347,No,19,3,18,7,0,13
36,Yes,Travel_Rarely,Research & Development,Life Sciences,1042,Female,Laboratory Technician,Single,2743,No,18,1,17,13,15,14
39,No,Travel_Frequently,Research & Development,Medical,1043,Female,Manufacturing Director,Single,10880,Yes,21,2,21,6,2,8
33,No,Non-Travel,Sales,Life Sciences,1044,Female,Sales Representative,Single,2342,No,3,2,2,2,2,2
45,No,Travel_Rarely,Sales,Life Sciences,1045,Female,Manager,Married,17650,No,26,4,9,3,1,1
32,No,Non-Travel,Research & Development,Medical,1046,Female,Laboratory Technician,Single,4025,No,10,2,8,7,7,7
34,No,Travel_Rarely,Sales,Marketing,1047,Male,Sales Executive,Divorced,9725,No,16,2,15,1,0,9
59,No,Travel_Rarely,Sales,Technical Degree,1048,Male,Manager,Married,11904,Yes,14,1,6,4,0,4
45,No,Travel_Rarely,Human Resources,Medical,1049,Male,Human Resources,Single,2177,No,6,3,6,3,0,4
53,No,Travel_Frequently,Sales,Marketing,1050,Female,Sales Executive,Married,7525,No,30,2,15,7,6,12
36,Yes,Travel_Rarely,Research & Development,Other,1052,Male,Laboratory Technician,Divorced,4834,No,9,3,1,0,0,0
26,Yes,Travel_Frequently,Research & Development,Life Sciences,1053,Male,Research Scientist,Married,2042,Yes,6,2,3,2,1,2
34,No,Travel_Rarely,Sales,Life Sciences,1055,Female,Sales Representative,Married,2220,Yes,1,2,1,1,0,0
28,No,Travel_Rarely,Sales,Medical,1056,Male,Sales Representative,Married,1052,No,1,5,1,0,0,0
38,No,Travel_Frequently,Research & Development,Other,1060,Male,Research Scientist,Married,2821,No,8,2,2,2,2,2
50,No,Travel_Rarely,Research & Development,Medical,1061,Male,Research Director,Married,19237,Yes,29,2,8,1,7,7
37,No,Travel_Rarely,Research & Development,Other,1062,Female,Healthcare Representative,Single,4107,No,8,3,4,3,0,1
40,No,Travel_Rarely,Sales,Marketing,1066,Male,Sales Executive,Married,8396,No,8,3,7,7,7,5
26,No,Travel_Frequently,Research & Development,Medical,1068,Female,Research Scientist,Divorced,2007,No,5,5,5,3,1,3
46,No,Travel_Rarely,Research & Development,Medical,1069,Male,Research Director,Divorced,19627,No,23,0,2,2,2,2
54,No,Travel_Rarely,Sales,Life Sciences,1070,Female,Sales Executive,Married,10686,No,13,4,9,4,7,0
56,No,Travel_Frequently,Research & Development,Medical,1071,Female,Research Scientist,Married,2942,No,18,4,5,4,0,3
36,No,Travel_Rarely,Research & Development,Medical,1073,Female,Manufacturing Director,Single,8858,No,15,2,14,8,7,8
55,No,Non-Travel,Research & Development,Medical,1074,Male,Manager,Single,16756,No,31,3,9,7,6,2
43,No,Travel_Rarely,Sales,Medical,1076,Male,Sales Executive,Divorced,10798,No,18,5,1,0,0,0
20,Yes,Travel_Frequently,Sales,Marketing,1077,Female,Sales Representative,Single,2323,Yes,2,3,2,2,0,2
21,Yes,Travel_Rarely,Research & Development,Life Sciences,1079,Female,Laboratory Technician,Single,1416,No,1,6,1,0,1,0
46,No,Travel_Rarely,Research & Development,Life Sciences,1080,Female,Research Scientist,Divorced,4615,Yes,19,2,16,13,1,7
51,Yes,Travel_Rarely,Research & Development,Life Sciences,1081,Male,Research Scientist,Married,2461,Yes,18,2,10,0,2,7
28,Yes,Non-Travel,Research & Development,Technical Degree,1082,Male,Healthcare Representative,Single,8722,No,10,2,10,7,1,9
26,No,Travel_Rarely,Research & Development,Medical,1083,Male,Laboratory Technician,Married,3955,No,6,2,5,3,1,3
30,No,Travel_Rarely,Research & Development,Other,1084,Male,Manufacturing Director,Married,9957,No,7,1,6,2,0,2
41,No,Travel_Rarely,Research & Development,Technical Degree,1085,Female,Research Scientist,Married,3376,No,10,3,10,6,0,8
38,No,Travel_Rarely,Research & Development,Life Sciences,1088,Female,Healthcare Representative,Married,8823,No,20,4,19,9,1,9
40,No,Travel_Rarely,Research & Development,Technical Degree,1092,Male,Healthcare Representative,Married,10322,No,14,6,11,10,11,1
27,No,Non-Travel,Research & Development,Life Sciences,1094,Male,Laboratory Technician,Married,4621,No,3,4,3,2,1,2
55,No,Travel_Frequently,Research & Development,Life Sciences,1096,Male,Manufacturing Director,Married,10976,No,23,4,3,2,1,2
28,No,Travel_Rarely,Research & Development,Other,1097,Female,Research Scientist,Single,3660,No,10,4,8,7,1,7
44,Yes,Travel_Rarely,Human Resources,Medical,1098,Male,Human Resources,Married,10482,No,24,1,20,6,3,6
33,No,Travel_Rarely,Research & Development,Life Sciences,1099,Male,Healthcare Representative,Divorced,7119,No,9,2,3,2,1,2
35,Yes,Travel_Rarely,Sales,Technical Degree,1100,Male,Sales Executive,Single,9582,Yes,9,2,8,7,4,7
33,Yes,Travel_Frequently,Research & Development,Medical,1101,Female,Research Scientist,Single,4508,No,14,4,13,7,3,8
28,No,Travel_Rarely,Research & Development,Life Sciences,1102,Male,Laboratory Technician,Divorced,2207,No,4,5,4,2,2,2
34,No,Travel_Frequently,Research & Development,Life Sciences,1103,Male,Healthcare Representative,Single,7756,No,7,1,6,2,0,4
37,No,Travel_Rarely,Sales,Life Sciences,1105,Female,Sales Executive,Divorced,6694,Yes,8,5,1,0,0,0
25,Yes,Travel_Rarely,Research & Development,Technical Degree,1106,Male,Laboratory Technician,Married,3691,Yes,7,3,7,7,5,6
26,Yes,Travel_Rarely,Research & Development,Medical,1107,Male,Laboratory Technician,Divorced,2377,No,1,0,1,1,0,0
33,Yes,Travel_Rarely,Research & Development,Medical,1108,Male,Research Scientist,Single,2313,Yes,5,0,2,2,2,2
42,No,Travel_Rarely,Research & Development,Medical,1109,Male,Manager,Married,17665,No,23,3,22,6,13,7
28,Yes,Travel_Frequently,Research & Development,Medical,1111,Male,Laboratory Technician,Divorced,2596,No,1,2,1,0,0,0
50,Yes,Travel_Frequently,Sales,Other,1113,Male,Sales Executive,Single,4728,Yes,5,4,0,0,0,0
33,No,Travel_Frequently,Sales,Life Sciences,1114,Female,Sales Executive,Married,4302,No,4,3,3,2,0,2
34,No,Non-Travel,Research & Development,Life Sciences,1115,Male,Research Scientist,Married,2979,No,6,2,0,0,0,0
48,No,Non-Travel,Research & Development,Medical,1116,Male,Manager,Single,16885,No,27,3,5,4,2,1
45,No,Non-Travel,Sales,Life Sciences,1117,Female,Sales Executive,Married,5593,No,15,2,15,10,4,12
52,No,Travel_Rarely,Research & Development,Life Sciences,1118,Male,Healthcare Representative,Single,10445,No,18,4,8,6,4,0
38,No,Travel_Rarely,Sales,Marketing,1119,Male,Sales Executive,Divorced,8740,Yes,9,2,8,7,2,7
29,No,Travel_Rarely,Research & Development,Life Sciences,1120,Female,Research Scientist,Divorced,2514,No,11,1,7,5,1,7
28,No,Travel_Rarely,Research & Development,Medical,1121,Female,Manufacturing Director,Divorced,7655,No,10,3,9,7,1,7
46,No,Travel_Rarely,Sales,Marketing,1124,Male,Manager,Married,17465,No,23,3,12,9,4,9
38,No,Travel_Rarely,Sales,Marketing,1125,Male,Sales Executive,Single,7351,No,10,2,1,0,0,0
43,No,Travel_Frequently,Research & Development,Life Sciences,1126,Female,Manufacturing Director,Married,10820,No,18,1,8,7,0,1
39,Yes,Travel_Frequently,Research & Development,Life Sciences,1127,Male,Healthcare Representative,Divorced,12169,No,21,4,18,7,11,5
40,No,Travel_Rarely,Research & Development,Medical,1128,Male,Research Director,Single,19626,No,21,2,20,7,4,9
21,No,Travel_Rarely,Research & Development,Technical Degree,1131,Female,Research Scientist,Single,2070,Yes,2,6,2,2,2,2
39,No,Non-Travel,Research & Development,Life Sciences,1132,Male,Laboratory Technician,Single,6782,No,9,2,5,4,0,3
36,No,Non-Travel,Research & Development,Life Sciences,1133,Male,Manufacturing Director,Single,7779,No,18,0,11,9,0,9
31,No,Travel_Frequently,Sales,Life Sciences,1135,Male,Sales Representative,Married,2791,No,3,4,2,2,2,2
28,No,Travel_Rarely,Research & Development,Life Sciences,1136,Male,Research Scientist,Married,3201,No,6,2,5,3,0,4
35,No,Travel_Frequently,Sales,Marketing,1137,Male,Sales Executive,Divorced,4968,No,5,3,5,2,0,2
49,No,Travel_Rarely,Sales,Technical Degree,1138,Male,Sales Executive,Married,13120,No,22,3,9,8,2,3
34,No,Travel_Frequently,Research & Development,Life Sciences,1140,Male,Manufacturing Director,Single,4033,No,5,3,3,2,0,2
29,No,Travel_Frequently,Research & Development,Life Sciences,1143,Female,Research Scientist,Divorced,3291,No,8,2,7,5,1,1
42,No,Travel_Rarely,Research & Development,Medical,1148,Male,Laboratory Technician,Single,4272,No,16,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,Medical,1150,Male,Manufacturing Director,Married,5056,Yes,10,2,10,7,1,2
38,No,Travel_Rarely,Human Resources,Human Resources,1152,Male,Human Resources,Married,2844,No,7,2,7,6,5,0
28,No,Travel_Frequently,Research & Development,Life Sciences,1154,Male,Research Scientist,Divorced,2703,Yes,3,2,3,1,0,2
18,Yes,Non-Travel,Research & Development,Medical,1156,Male,Laboratory Technician,Single,1904,No,0,0,0,0,0,0
33,Yes,Travel_Rarely,Sales,Marketing,1157,Female,Sales Executive,Single,8224,Yes,6,3,5,2,0,3
41,No,Travel_Rarely,Research & Development,Life Sciences,1158,Male,Laboratory Technician,Married,4766,Yes,6,4,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,Medical,1160,Male,Laboratory Technician,Married,2610,No,2,5,2,2,2,2
37,No,Travel_Rarely,Research & Development,Medical,1161,Female,Healthcare Representative,Divorced,5731,No,9,2,6,2,1,3
27,No,Travel_Rarely,Research & Development,Life Sciences,1162,Male,Research Scientist,Married,2539,No,4,0,4,2,2,2
34,No,Travel_Rarely,Sales,Life Sciences,1163,Female,Sales Executive,Married,5714,No,6,3,6,5,1,3
35,No,Travel_Rarely,Human Resources,Technical Degree,1164,Male,Human Resources,Single,4323,No,6,2,5,4,1,4
29,Yes,Travel_Rarely,Sales,Life Sciences,1165,Female,Sales Executive,Married,7336,No,11,3,11,8,3,10
40,No,Travel_Frequently,Research & Development,Medical,1166,Female,Research Director,Single,13499,No,20,3,18,7,2,13
42,Yes,Travel_Frequently,Sales,Life Sciences,1167,Male,Sales Executive,Single,13758,Yes,22,2,21,9,13,14
42,No,Travel_Rarely,Sales,Marketing,1171,Male,Sales Executive,Single,5155,No,9,3,6,4,1,5
35,No,Travel_Rarely,Research & Development,Medical,1172,Male,Laboratory Technician,Married,2258,No,10,2,8,0,1,7
24,No,Travel_Rarely,Research & Development,Medical,1173,Male,Laboratory Technician,Single,3597,No,6,2,4,3,1,2
28,Yes,Travel_Rarely,Research & Development,Life Sciences,1175,Female,Laboratory Technician,Married,2515,Yes,1,4,1,1,0,0
26,No,Travel_Rarely,Research & Development,Medical,1177,Male,Laboratory Technician,Married,4420,No,8,2,8,7,0,7
30,No,Travel_Rarely,Sales,Marketing,1179,Male,Sales Executive,Married,6578,No,10,3,10,3,1,4
40,No,Travel_Frequently,Research & Development,Medical,1180,Female,Research Scientist,Married,4422,Yes,16,3,1,1,0,0
35,No,Travel_Rarely,Research & Development,Life Sciences,1182,Male,Manufacturing Director,Divorced,10274,No,15,2,7,7,6,4
34,No,Travel_Frequently,Research & Development,Medical,1184,Male,Healthcare Representative,Single,5343,No,14,3,13,9,4,9
35,No,Travel_Frequently,Research & Development,Other,1185,Male,Laboratory Technician,Married,2376,No,2,2,2,2,2,2
43,Yes,Travel_Rarely,Sales,Marketing,1188,Female,Sales Executive,Single,5346,No,7,2,4,3,1,3
32,No,Non-Travel,Sales,Life Sciences,1190,Female,Sales Representative,Divorced,2827,No,1,3,1,0,0,0
56,No,Travel_Rarely,Research & Development,Technical Degree,1191,Female,Manager,Divorced,19943,No,28,2,5,2,4,2
29,No,Travel_Rarely,Research & Development,Medical,1192,Female,Laboratory Technician,Married,3131,No,10,5,10,8,0,8
19,No,Travel_Rarely,Research & Development,Life Sciences,1193,Male,Research Scientist,Single,2552,No,1,4,1,1,0,0
45,No,Travel_Rarely,Research & Development,Medical,1195,Female,Research Scientist,Married,4477,Yes,7,2,3,2,0,2
37,No,Travel_Rarely,Research & Development,Life Sciences,1196,Female,Manufacturing Director,Married,6474,No,14,2,14,8,3,11
20,No,Travel_Rarely,Research & Development,Life Sciences,1198,Male,Laboratory Technician,Single,3033,No,2,2,2,2,1,2
44,Yes,Travel_Rarely,Research & Development,Life Sciences,1200,Male,Research Scientist,Single,2936,Yes,6,4,6,4,0,2
53,No,Travel_Rarely,Research & Development,Medical,1201,Female,Manager,Divorced,18606,No,26,6,7,7,4,7
29,No,Travel_Rarely,Research & Development,Life Sciences,1202,Female,Research Scientist,Married,2168,Yes,6,2,5,4,1,3
22,Yes,Travel_Frequently,Research & Development,Life Sciences,1203,Male,Research Scientist,Married,2853,Yes,1,5,0,0,0,0
46,No,Travel_Rarely,Sales,Marketing,1204,Female,Manager,Married,17048,No,28,2,26,15,15,9
44,No,Non-Travel,Research & Development,Life Sciences,1206,Male,Research Scientist,Single,2290,No,6,3,0,0,0,0
33,No,Travel_Rarely,Human Resources,Human Resources,1207,Male,Human Resources,Married,3600,No,5,2,5,4,1,4
41,Yes,Non-Travel,Research & Development,Life Sciences,1210,Male,Research Scientist,Divorced,2107,No,5,2,1,0,0,0
30,No,Travel_Rarely,Sales,Life Sciences,1211,Male,Sales Executive,Divorced,4115,No,8,3,4,3,0,3
40,No,Travel_Frequently,Sales,Medical,1212,Male,Sales Executive,Married,4327,No,5,2,0,0,0,0
50,No,Travel_Frequently,Research & Development,Medical,1215,Female,Manager,Married,17856,No,32,3,2,2,2,2
28,No,Travel_Rarely,Research & Development,Medical,1216,Male,Laboratory Technician,Married,3196,No,6,2,6,5,3,3
46,No,Travel_Rarely,Research & Development,Life Sciences,1217,Male,Research Director,Married,19081,No,25,2,4,2,0,3
35,No,Travel_Rarely,Sales,Life Sciences,1218,Male,Sales Executive,Married,8966,Yes,15,2,7,7,1,7
24,Yes,Travel_Rarely,Research & Development,Life Sciences,1219,Female,Laboratory Technician,Married,2210,No,1,3,1,0,0,0
33,No,Travel_Frequently,Sales,Medical,1220,Female,Sales Executive,Married,4539,No,10,3,10,7,0,1
36,No,Travel_Rarely,Research & Development,Life Sciences,1221,Male,Laboratory Technician,Divorced,2741,No,7,4,7,7,1,7
30,No,Travel_Rarely,Research & Development,Life Sciences,1224,Male,Laboratory Technician,Divorced,3491,No,10,4,10,7,8,9
44,No,Travel_Rarely,Research & Development,Other,1225,Male,Research Scientist,Single,4541,No,20,3,20,11,13,17
20,No,Travel_Rarely,Sales,Marketing,1226,Male,Sales Representative,Single,2678,No,2,2,2,1,2,2
46,No,Travel_Rarely,Research & Development,Technical Degree,1228,Male,Manufacturing Director,Divorced,7379,No,12,3,6,3,1,4
42,No,Non-Travel,Human Resources,Medical,1231,Male,Human Resources,Married,6272,No,10,3,4,3,0,3
60,No,Travel_Rarely,Sales,Marketing,1233,Male,Sales Executive,Divorced,5220,Yes,12,3,11,7,1,9
32,No,Travel_Frequently,Research & Development,Other,1234,Female,Laboratory Technician,Married,2743,No,2,2,2,2,2,2
32,No,Travel_Frequently,Research & Development,Life Sciences,1235,Female,Research Scientist,Single,4998,Yes,10,2,8,7,0,7
36,No,Travel_Rarely,Research & Development,Technical Degree,1237,Female,Manufacturing Director,Divorced,10252,Yes,17,2,7,7,7,7
33,No,Travel_Rarely,Research & Development,Medical,1238,Male,Research Scientist,Married,2781,No,15,5,14,10,4,10
40,No,Travel_Rarely,Sales,Technical Degree,1239,Female,Sales Executive,Divorced,6852,No,7,2,5,1,1,3
25,No,Travel_Rarely,Sales,Life Sciences,1240,Male,Sales Executive,Single,4950,No,5,4,4,3,1,1
30,No,Travel_Rarely,Research & Development,Medical,1241,Male,Research Scientist,Married,3579,Yes,12,2,11,9,5,7
42,No,Travel_Frequently,Research & Development,Medical,1242,Female,Research Director,Married,13191,Yes,20,6,1,0,0,0
35,No,Non-Travel,Sales,Marketing,1243,Female,Sales Executive,Married,10377,Yes,16,6,13,2,4,12
27,No,Travel_Rarely,Research & Development,Life Sciences,1244,Male,Research Scientist,Married,2235,Yes,9,3,9,7,6,8
54,No,Travel_Frequently,Research & Development,Life Sciences,1245,Female,Manufacturing Director,Divorced,10502,No,33,2,5,4,1,4
44,No,Travel_Rarely,Research & Development,Life Sciences,1246,Female,Research Scientist,Married,2011,No,10,5,10,5,7,7
19,Yes,Non-Travel,Research & Development,Medical,1248,Female,Research Scientist,Single,1859,Yes,1,2,1,1,0,0
29,No,Travel_Rarely,Research & Development,Life Sciences,1249,Female,Research Scientist,Divorced,3760,No,3,5,3,2,1,2
54,No,Travel_Rarely,Research & Development,Life Sciences,1250,Male,Research Director,Married,17779,No,36,2,10,9,0,9
31,No,Travel_Rarely,Research & Development,Medical,1251,Male,Healthcare Representative,Married,6833,Yes,6,2,6,5,0,1
31,No,Travel_Rarely,Research & Development,Medical,1252,Female,Healthcare Representative,Single,6812,No,10,2,10,9,1,8
59,No,Travel_Rarely,Sales,Life Sciences,1254,Female,Sales Executive,Single,5171,No,13,2,6,1,0,5
43,No,Travel_Rarely,Research & Development,Life Sciences,1255,Male,Research Director,Married,19740,No,25,2,8,7,0,7
49,No,Travel_Rarely,Research & Development,Medical,1256,Male,Manager,Married,18711,No,23,2,1,0,0,0
36,No,Travel_Frequently,Research & Development,Technical Degree,1257,Male,Research Scientist,Married,3692,No,12,2,11,10,0,7
48,No,Travel_Rarely,Research & Development,Technical Degree,1258,Male,Laboratory Technician,Single,2559,No,7,4,1,0,0,0
27,No,Travel_Rarely,Research & Development,Life Sciences,1259,Male,Research Scientist,Divorced,2517,No,5,2,5,3,0,3
29,No,Travel_Rarely,Research & Development,Life Sciences,1260,Male,Healthcare Representative,Divorced,6623,Yes,6,2,6,0,1,0
48,No,Travel_Rarely,Research & Development,Life Sciences,1263,Male,Research Director,Single,18265,No,25,3,1,0,0,0
29,No,Travel_Rarely,Research & Development,Life Sciences,1264,Female,Research Director,Divorced,16124,No,9,2,7,7,1,7
34,No,Travel_Rarely,Research & Development,Technical Degree,1265,Female,Research Scientist,Married,2585,No,2,5,1,0,0,0
44,No,Travel_Rarely,Sales,Marketing,1267,Male,Manager,Married,18213,No,26,5,22,9,3,10
33,No,Travel_Rarely,Sales,Marketing,1268,Male,Sales Executive,Divorced,8380,Yes,10,3,9,8,0,8
19,No,Travel_Rarely,Research & Development,Life Sciences,1269,Female,Research Scientist,Single,2994,Yes,1,2,1,0,0,1
23,No,Travel_Rarely,Research & Development,Life Sciences,1270,Male,Research Scientist,Married,1223,No,1,2,1,0,0,1
25,Yes,Travel_Frequently,Sales,Life Sciences,1273,Male,Sales Representative,Single,1118,Yes,1,4,1,0,1,0
26,No,Travel_Rarely,Research & Development,Life Sciences,1275,Male,Research Scientist,Single,2875,Yes,8,2,8,5,2,2
45,Yes,Travel_Rarely,Sales,Marketing,1277,Female,Manager,Single,18824,Yes,26,2,24,10,1,11
55,No,Non-Travel,Research & Development,Medical,1278,Male,Healthcare Representative,Divorced,13577,Yes,34,3,33,9,15,0
21,Yes,Travel_Frequently,Research & Development,Life Sciences,1279,Female,Laboratory Technician,Single,2625,No,2,2,2,2,2,2
46,No,Travel_Rarely,Sales,Marketing,1280,Female,Manager,Married,18789,No,26,2,11,4,0,8
34,No,Travel_Rarely,Sales,Marketing,1281,Female,Sales Executive,Single,4538,Yes,4,3,3,2,0,2
51,No,Travel_Frequently,Sales,Life Sciences,1282,Male,Manager,Divorced,19847,Yes,31,5,29,10,11,10
59,No,Travel_Rarely,Research & Development,Medical,1283,Male,Manufacturing Director,Single,10512,No,25,6,9,7,5,4
34,No,Travel_Frequently,Research & Development,Medical,1285,Female,Laboratory Technician,Divorced,4444,No,15,2,11,8,5,10
28,No,Travel_Frequently,Research & Development,Medical,1286,Male,Laboratory Technician,Single,2154,Yes,5,2,4,2,0,2
44,No,Travel_Rarely,Research & Development,Life Sciences,1288,Male,Manager,Divorced,19190,No,26,4,25,9,14,13
34,No,Travel_Frequently,Human Resources,Life Sciences,1289,Male,Human Resources,Married,4490,No,14,5,10,9,1,8
35,No,Travel_Rarely,Research & Development,Life Sciences,1291,Male,Research Scientist,Married,3506,Yes,4,3,3,2,2,2
42,No,Travel_Rarely,Research & Development,Medical,1292,Female,Research Scientist,Married,2372,Yes,18,2,1,0,0,0
43,No,Travel_Rarely,Sales,Marketing,1293,Female,Sales Executive,Single,10231,No,23,3,21,7,15,17
36,No,Travel_Rarely,Research & Development,Life Sciences,1294,Female,Manufacturing Director,Single,5410,Yes,18,2,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,Medical,1295,Female,Healthcare Representative,Married,7978,No,10,2,10,7,0,5
28,No,Travel_Frequently,Research & Development,Life Sciences,1296,Male,Laboratory Technician,Married,3867,Yes,2,2,2,2,2,2
51,No,Travel_Frequently,Research & Development,Medical,1297,Female,Laboratory Technician,Single,2838,No,8,6,7,0,7,7
30,No,Non-Travel,Research & Development,Medical,1298,Female,Manufacturing Director,Single,4695,Yes,10,3,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,Technical Degree,1299,Female,Laboratory Technician,Divorced,3339,Yes,10,2,7,7,7,7
28,No,Travel_Rarely,Research & Development,Technical Degree,1301,Male,Research Scientist,Single,2080,No,5,2,3,2,1,2
25,No,Travel_Rarely,Research & Development,Medical,1303,Female,Research Scientist,Single,2096,No,2,3,2,2,2,1
32,No,Travel_Rarely,Sales,Medical,1304,Male,Sales Executive,Married,6209,No,10,4,10,7,0,8
45,No,Travel_Frequently,Research & Development,Medical,1306,Female,Manager,Single,18061,No,22,4,0,0,0,0
39,No,Travel_Rarely,Research & Development,Medical,1307,Female,Manager,Divorced,17123,Yes,21,4,19,9,15,2
58,No,Travel_Rarely,Research & Development,Life Sciences,1308,Male,Research Scientist,Divorced,2372,No,2,3,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,Life Sciences,1309,Male,Laboratory Technician,Married,4883,No,10,3,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,Medical,1310,Male,Research Scientist,Single,3904,No,6,2,5,2,0,3
30,No,Travel_Rarely,Research & Development,Technical Degree,1311,Female,Laboratory Technician,Married,4627,No,10,6,9,2,6,7
36,No,Travel_Rarely,Research & Development,Technical Degree,1312,Female,Healthcare Representative,Married,7094,No,10,0,7,7,1,7
46,No,Travel_Rarely,Human Resources,Life Sciences,1314,Female,Human Resources,Single,3423,No,10,3,7,6,5,7
28,No,Non-Travel,Research & Development,Life Sciences,1315,Female,Laboratory Technician,Married,6674,No,10,6,9,8,7,5
50,No,Travel_Rarely,Research & Development,Life Sciences,1317,Female,Research Director,Married,16880,Yes,25,2,3,2,1,2
40,Yes,Travel_Rarely,Sales,Marketing,1318,Male,Sales Executive,Single,9094,Yes,9,2,5,4,1,0
52,Yes,Travel_Rarely,Sales,Life Sciences,1319,Male,Sales Executive,Single,8446,Yes,10,2,8,7,7,7
30,No,Travel_Rarely,Research & Development,Medical,1321,Female,Manager,Married,11916,Yes,9,2,9,1,0,8
39,No,Travel_Rarely,Research & Development,Life Sciences,1322,Male,Manufacturing Director,Single,4534,No,9,6,8,7,1,7
31,No,Non-Travel,Sales,Life Sciences,1324,Female,Sales Executive,Divorced,9852,Yes,10,5,10,8,9,6
41,No,Non-Travel,Sales,Medical,1329,Male,Sales Executive,Single,6151,No,19,4,19,2,11,9
31,Yes,Travel_Frequently,Sales,Life Sciences,1331,Female,Sales Representative,Single,2302,Yes,3,2,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,Life Sciences,1333,Male,Laboratory Technician,Married,2362,No,10,4,3,2,1,2
42,No,Non-Travel,Research & Development,Life Sciences,1334,Male,Manager,Married,17861,Yes,21,3,20,8,2,10
55,No,Travel_Rarely,Research & Development,Medical,1336,Female,Manager,Married,19187,No,23,5,19,9,9,11
